Celtic neopaganism	Modern revivals inspired by ancient Celtic religious traditions.
Celtic reconstructionist paganism	Scholarly approach reconstructing pre-Christian Celtic practices.
Druidry	Modern spiritual path inspired by ancient Celtic Druid priesthood.
Ár nDraíocht Féin	American Druid organization teaching Indo-European polytheism.
Order of Bards, Ovates, and Druids	British Druid order emphasizing creativity and nature connection.
Reformed Druids of North America	American eclectic Druid movement with nature-centered spirituality.
Church of the Guanche People	Canary Islands movement reviving indigenous Berber religion.
Heathenry (a.k.a. Germanic neopaganism)	Revival of Norse, Anglo-Saxon, and Germanic pre-Christian traditions.
Hellenism	Modern revival of ancient Greek polytheistic religion and philosophy.
Heraka	Naga indigenous revival movement teaching pre-Christian traditions.
Hetanism	Armenian neopagan revival of pre-Christian traditions and mythology.
Italo-Roman neopaganism	Italian revival of ancient Roman religion and practices.
Pietas Comunità Gentile	Italian traditionalist Roman polytheism emphasizing ancestral piety.
Nova Roma	International organization reconstructing Roman Republic and religion.
Roman Traditional Movement	Italian reconstruction of Religio Romana with strict orthodoxy.
Kemetism	Modern revival of ancient Egyptian religion and deity worship.
Kemetic Orthodoxy	Organized church reconstructing ancient Egyptian temple practices.
Semitic neopaganism	Revivals of ancient Canaanite, Phoenician, and Mesopotamian religions.
Rodnovery (a.k.a. Slavic neopaganism)	Revival of pre-Christian Slavic polytheism and traditions.
Native Polish Church	Polish Rodzimowierstwo reconstructing Slavic paganism.
Peterburgian Vedism	Russian movement blending Vedic and Slavic traditions.
Rodzima Wiara	Polish native faith reconstructing pre-Christian beliefs and practices.
Rodnover Confederation	Russian organization uniting various Slavic pagan groups.
Sylenkoism	Ukrainian diaspora religion teaching Aryan solar spirituality.
Union of Slavic Native Belief Communities	Organized confederation of Russian Rodnover groups.
Ynglism	Russian movement teaching ancient Aryan wisdom and racial theories.
Uralic neopaganism	Finno-Ugric revivals of traditional pre-Christian beliefs.
Estonian neopaganism	Revival of Maausk native faith with nature and ancestor emphasis.
Suomenusko	Finnish reconstruction of pre-Christian traditions and folklore.
Hungarian neopaganism	Magyar revival of pre-Christian shamanism and folk traditions.
Mastorava	Mordvin revival teaching traditional deities and nature veneration.
Udmurt Vos	Udmurt movement reviving traditional polytheism and sacred groves.
Zalmoxianism	Romanian revival of ancient Dacian-Thracian religion.
Zuism	Sumerian neopagan revival, notably used for tax protest in Iceland.
Syncretic neopaganism	Modern pagan movements blending multiple traditions and innovations.
Adonism	Lebanese revival worshiping Adonis and Phoenician deities.
Brauchau	Pennsylvania Dutch folk magic blending Christian and pagan elements.
Christopaganism	Syncretism combining Christian and pagan beliefs and practices.
Christian Wicca	Wiccan practice incorporating Christian deity and symbolism.
Church of All Worlds	Science fiction-inspired pagan church teaching Gaia and pantheism.
Cochrane's Craft	British traditional witchcraft lineage emphasizing fate and mystery.
Huna	Hawaiian-inspired Western spirituality teaching mana and three-self system.
Gaianism	Spiritual movement venerating Earth as living goddess Gaia.
Ivanovism	Russian nature cure movement teaching cold water immersion and fasting.
Krama	Core shamanism system teaching journeying and spirit contact.
Nature religion	Spiritual movements centering Earth reverence and ecological ethics.
Neoshamanism	Modern adaptations of shamanic practices from various cultures.
Urban shamanism	Contemporary shamanic practice adapted to city environments.
Radical Faeries	Queer spiritual movement emphasizing gender fluidity and nature connection.
Ringing Cedars' Anastasianism	Russian movement teaching harmonious living inspired by Anastasia books.
Stregheria	Italian-American witchcraft tradition claiming pre-Christian roots.
Summum	Modern religion teaching mummification, meditation, and pyramid power.
Technopaganism	Synthesis of paganism with modern technology and cyberculture.
Temple of Priapus	Gay men's spiritual group venerating phallic deity Priapus.
Wicca	Modern pagan witchcraft religion teaching goddess, god, and magic.
British Traditional Wicca	Initiatory lineages descended from Gerald Gardner and Alex Sanders.
Alexandrian Wicca	Ceremonial tradition founded by Alex and Maxine Sanders in 1960s.
Blue Star Wicca	American tradition emphasizing color-coded degree system and training.
Central Valley Wicca	California tradition with distinctive ritual structure and practices.
Chthonioi Alexandrian Wicca	Alexandrian branch emphasizing underworld deities and chthonic work.
Gardnerian Wicca	Original initiatory tradition founded by Gerald Gardner in 1950s.
Celtic Wicca	Eclectic Wicca incorporating Celtic deities and mythology.
Faery Wicca	Tradition emphasizing fae beings, nature spirits, and Celtic influences.
Feri Tradition	Ecstatic witchcraft teaching sexual mystery and three souls doctrine.
Georgian Wicca	Eclectic American tradition founded by George Patterson emphasizing openness.
Odyssean Wicca	American tradition balancing ancient wisdom with modern adaptability.
Seax-Wica	Anglo-Saxon Wicca created by Raymond Buckland allowing self-initiation.
Universal Eclectic Wicca	Non-initiatory Wicca drawing from multiple sources and traditions.
Wiccan Churches	Organized religious bodies providing Wiccan ministry and community.
Goddess religion	Movements centering divine feminine and goddess worship.
Matriarchal religion	Spiritual movements teaching ancient goddess-worshiping matriarchies.
Feminist theology	Religious thought centering women's experience and challenging patriarchy.
Church of Aphrodite	Libertarian goddess church teaching sexual freedom and body positivity.
Feraferia	California wilderness religion venerating Greek nature goddess Kore.
Goddess Wicca	Wiccan branches centering goddess as supreme or sole deity.
Covenant of the Goddess	International Wiccan organization coordinating autonomous covens.
Dianic Wicca	Women-centered Wicca emphasizing goddess and female mysteries.
Faerie faith	Goddess-centered witchcraft tradition with Irish and Pictish influences.
Reclaiming	Activist witchcraft tradition blending spirituality with social justice. 
New Age Movement	Eclectic spirituality blending Eastern, occult, and self-help teachings.
Association for Research and Enlightenment	Organization preserving Edgar Cayce's psychic readings and teachings.
Church Universal and Triumphant	Ascended Master teaching movement emphasizing decrees and violet flame.
Mayanism	Modern spiritual interpretations of Maya calendar and 2012 prophecies.
Michael Teachings	Channeled wisdom teaching soul ages, roles, and spiritual evolution.
Rainbow Family	Counter-culture gatherings emphasizing peace, love, and consensus.
The Infinite Way	Joel Goldsmith's mystical teaching emphasizing spiritual consciousness.
African Zionism	Southern African Christian movements blending prophecy with African traditions.
Ausar Auset Society	Afrocentric spiritual organization teaching ancient Egyptian mysteries.
Black Muslims	Term for Nation of Islam and related African American Islamic movements.
American Society of Muslims	W.D. Mohammed's movement reforming NOI toward orthodox Sunni Islam.
Dini Ya Msambwa	Kenyan movement venerating ancestors and rejecting colonialism.
Five-Percent Nation	Hip-hop-influenced movement teaching Black man as God of his universe.
Godianism	Nigerian indigenous religion revival emphasizing Chineke supreme deity.
Hauka	West African possession cult parodying colonial powers with spirit possession.
Igbe religion	Nigerian traditional religion movement resisting Christianity.
Moorish Science Temple of America	Movement teaching Moorish/Asiatic identity for African Americans.
Moorish Orthodox Church of America	Esoteric offshoot blending Moorish Science with Sufism and anarchism.
Movement for the Restoration of the Ten Commandments of God	Ugandan doomsday cult ending in mass death.
Mumboism	Kenyan anticolonial cult teaching ancestor spirits and resistance.
Mungiki	Kenyan movement blending Kikuyu traditions with political militancy.
Nation of Islam	Black nationalist movement teaching Elijah Muhammad's distinctive theology.
United Nation of Islam	Splinter group following Royall Jenkins' alternative NOI interpretation.
Nuwaubian Nation	Dwight York's movement teaching Black extraterrestrial origins and pyramids.
Black Hebrew Israelites	Movements claiming African Americans as true biblical Israelites.
African Hebrew Israelites of Jerusalem	Group establishing Dimona, Israel community claiming Hebrew descent.
Church of God and Saints of Christ	Oldest Black Hebrew group blending Judaism and Christianity.
Commandment Keepersent	Harlem congregation maintaining Judaism with Black Israelite identity.
Israelite Church of God in Jesus Christ	Street-preaching group teaching Black people as true Hebrews.
Israelite School of Universal Practical Knowledge	Confrontational sidewalk ministry teaching Black Israelite doctrine.
Nation of Yahweh	Yahweh ben Yahweh's violent Black Hebrew cult.
One West Camp	Radical Black Hebrew group with confrontational street ministry.
Rastafari	Jamaican movement teaching Haile Selassie divinity and African repatriation.
Bobo Ashanti	Strict Rastafari sect emphasizing turbans, robes, and separatism.
Nyabinghi	Traditional Rastafari emphasizing drumming, natural living, and resistance.
Twelve Tribes of Israel	Reggae-associated Rastafari organization founded by Prophet Gad.
Native American	Modern indigenous spiritual movements and revivals.
Ghost Dance	Plains prophetic movement teaching ancestor return through dance ritual.
Indian Shaker Church	Pacific Northwest syncretic church blending Christianity and shamanism.
Longhouse Religion	Iroquois revival movement teaching Handsome Lake's visions.
Mexicayotl	Mexican indigenous revival teaching Aztec spirituality and calendar.
Native American Church	Peyote religion blending indigenous practices with Christian symbolism.
Big Moon Peyotism	NAC variant emphasizing Christian elements and structured ritual.
Wasshat religion	Columbia Plateau movement teaching prophet Smohalla's earth-centered spirituality. 
Creativity	White supremacist religion teaching racial holy war and white survival.
Fascist Occultism	Esoteric movements blending fascist ideology with occult symbolism.
Ariosophy	German-Austrian occultism teaching Aryan racial mysticism and runes.
Evolaism	Julius Evola's traditionalism teaching spiritual aristocracy and anti-modernity.
Fascist mysticism	Esoteric nationalism sacralizing state and ethnic identity.
Statolatry	State worship as supreme civic religion replacing traditional faith.
Israelism	Movements teaching European or other peoples as lost Israelite tribes.
British Israelism	Teaching Anglo-Saxons as lost tribes of Israel with divine destiny.
Christian Identity	Racist theology teaching whites as true Israel, Jews as Satanic.
French Israelism	French variant claiming Frankish royal descent from Israelite tribes.
Nordic Israelism	Scandinavian version teaching Vikings as lost Israelite descendants.
Order of Nine Angles	Satanic occult order teaching Social Darwinism and antinomianism.
Völkisch movement	German ethnic nationalism with mystical racial ideology.
German Faith Movement	Nazi-era attempt creating Germanic pagan alternative to Christianity.
Wotansvolk	White supremacist Ásatrú variant teaching racial separation and Odinism.
Church of Divine Science	New Thought denomination teaching divine omnipresence and mental healing.
Church of the Truth	New Thought church emphasizing practical Christianity and mind power.
Home of Truth	Early New Thought community teaching divine healing and mental science.
Jewish Science	Jewish New Thought movement adapting mental healing to Judaism.
Psychiana	Mail-order New Thought religion teaching mental power from Frank Robinson.
Religious Science	Ernest Holmes' Science of Mind teaching creative thought power.
Scientology	L. Ron Hubbard's religion teaching thetans, engrams, and auditing.
Independent Scientology	Practitioners outside official Church of Scientology organization.
Seicho-no-Ie	Japanese New Thought movement teaching divine perfection and positive thinking.
Unity Church	New Thought denomination teaching prosperity and affirmative prayer.
Universal Foundation for Better Living	Black New Thought church teaching prosperity principles. 
Nonsectarian Theism	Belief in deity without affiliation to specific religious tradition.
Deism	Belief in creator God who doesn't intervene, discovered through reason.
Cult of the Supreme Being	French Revolution state religion venerating rational deity.
Enlightenment Deism	18th-century rationalist belief in non-interventionist God.
Gottgläubig	Nazi-era term for belief in God outside Christian churches.
Moralistic therapeutic deism	Sociological term for vague youth belief in distant helpful God.
Spinozism	Pantheistic philosophy identifying God with nature and substance.
Theophilanthropy	French Revolutionary deistic cult emphasizing love of God and humanity.
Egotheism	Belief that individual self is God or divine.
Henotheism	Worship of one god while accepting others' existence.
Kathenotheism	Treating different gods as supreme in different contexts.
Liberal theism	Progressive belief in God emphasizing reason, ethics, and inclusivity.
Neo-revelationism	Movements claiming new divine revelations beyond traditional scriptures.
Philosophical theism	Rational arguments for God's existence apart from revelation.
Theistic naturalism	Belief that God works entirely through natural processes.
Nontheism	Perspectives not requiring or affirming deity belief.
Atheism	Disbelief in or denial of deity existence.
Adevism	Sanskrit term for atheistic/heterodox Indian philosophies.
Agnosticism	Position that God's existence is unknown or unknowable.
Agnostic atheism	Disbelief in gods while claiming knowledge is impossible.
Agnostic theism	Belief in God while acknowledging lack of certain knowledge.
Christian agnosticism	Following Christ while uncertain about theological claims.
God-Building	Soviet attempt creating socialist religion around collective humanity.
Apatheism	Apathy toward God's existence as practically irrelevant.
Practical atheism	Living without reference to God regardless of theoretical belief.
Christian atheism	Following Jesus' teachings while rejecting theistic God.
Nontheist Quakers	Friends emphasizing Inner Light without supernatural God concept.
Cult of Reason	French Revolutionary rationalist alternative to Christianity.
Cultural Christians	Christian cultural identity without active belief or practice.
Cultural Hindus	Hindu cultural identity without religious belief or practice.
Cultural Muslims	Islamic cultural identity without theological commitment.
Ecospirituality	Spiritual movements centering Earth reverence and ecological consciousness.
Biosophy	Wisdom of life teaching ethical living harmonious with nature.
Religious naturalism	Reverence for nature as ultimate reality without supernatural.
Spiritual ecology	Movement connecting environmental activism with spiritual practice.
Spiritual naturalism	Finding meaning and awe in natural world without supernaturalism.
Freethought	Philosophy valuing reason and skepticism over faith and tradition.
North Texas Church of Freethought	Organized community for atheists, agnostics, and skeptics.
Humanism	Philosophy emphasizing human reason, ethics, and dignity without deity.
Christian humanism	Renaissance movement valuing human dignity within Christian framework.
Ethical movement	Moral community emphasizing ethics without religious doctrine.
Humanistic Judaism	Secular cultural Judaism celebrating heritage without theism.
Religious humanism	Organized communities celebrating humanistic values religiously.
Renaissance Humanism	Classical learning revival emphasizing human potential and dignity.
Secular humanism	Atheistic philosophy promoting reason, ethics, and human flourishing.
Theistic humanism	Combining belief in God with human-centered values.
Hylotheism	Identifying God with matter or material universe.
Ietsism	Dutch term for vague belief in "something" transcendent.
Ignosticism	Position that God-talk is meaningless without coherent definition.
Implicit and explicit atheism	Distinguishing unconscious non-belief from conscious rejection.
Irreligion	Absence of religion, indifference, or rejection of religious belief.
Jewish atheism	Secular Jewish identity maintaining culture while rejecting God-belief.
Negative and positive atheism	Distinguishing lack of belief from active disbelief.
Nirīśvaravāda	Indian philosophical atheism denying creator God or divine controller. 
Non-theistic Satanism	Atheistic Satanism using Satan as symbol, not deity.
Our Lady of Endor Coven	Pioneering atheistic Satanist group (1948) emphasizing reason.
LaVeyan Satanism	Anton LaVey's atheistic religion teaching self-worship and indulgence.
Church of Satan	Official organization of LaVeyan Satanism founded 1966.
First Satanic Church	Karla LaVey's splinter group continuing her father's teachings.
The Satanic Temple	Activist Satanism emphasizing secularism, pluralism, and social justice.
Monism	Philosophy teaching reality as unified whole or single substance.
Dialectical monism	Teaching reality as dynamic unity of opposing forces (yin-yang).
Indefinite monism	Teaching formless infinite as ultimate reality underlying diversity.
Moral Re-Armament	Frank Buchman's movement teaching spiritual change for social renewal.
Pandeism	Belief that God became universe, ceasing separate existence.
Christian pandeism	Syncretism combining Christianity with pandeistic creation.
Panentheism	Teaching God contains universe while transcending it.
Process theology	God and world in dynamic relationship, both changing together.
Pantheism	Identifying God with universe, nature, or totality of existence.
Classical pantheism	Traditional form equating God and cosmos completely.
Cosmotheism	William Luther Pierce's white nationalist pantheistic religion.
Naturalistic pantheism	Reverence for universe without supernatural attributes.
Post-theism	Moving beyond traditional theism to new God-concepts.
Rational mysticism	Mystical experience approached through reason and philosophy.
Religion of Humanity	Auguste Comte's positivist religion venerating humanity itself.
Church of Humanity	Organized communities worshiping collective humanity.
Secularism	Separation of religion from civic affairs and public sphere.
Jewish secularism	Secular Jewish identity emphasizing culture, ethics, and peoplehood.
Secular Buddhism	Western Buddhist practice without supernatural or rebirth beliefs.
Secular paganism	Nature reverence and ritual without literal deity belief.
Secular religion	Quasi-religious movements around secular ideologies (nationalism, etc.).
Secular spirituality	Meaning, transcendence, and connection pursued without religion.
Secular theology	Theological reflection after "death of God" in modern context.
Syntheism	Creating God through collective human consciousness and technology.
Theopanism	Syncretism of theism and pantheism with ambiguous God-nature.
Theothanatology	"Death of God" theology after Nietzsche.
Transhumanism	Belief in technology-driven human enhancement and transcendence.
Cosmism	Russian philosophy teaching cosmic evolution and immortality via technology.
Terasem	Transhumanist religion teaching joyful immortality through technology.
Theta Noir	Transhumanist spirituality emphasizing consciousness and transformation.
Transtheism	Transcending traditional theism-atheism dichotomy.
The All-Joking, All-Drunken Synod of Fools and Jesters	Peter the Great's blasphemous parody of Russian Orthodox Church.
Bokononism	Kurt Vonnegut's fictional religion teaching comforting lies (foma).
The Cause	Parody Scientology-like organization from film "The Master."
Church of Euthanasia	Satirical anti-human movement teaching "Save the Planet, Kill Yourself."
Church of the Flying Spaghetti Monster (a.k.a. "Pastafarianism")	Satirical religion mocking intelligent design with noodly creator.
Church of the SubGenius	Satirical religion teaching slack and J.R. "Bob" Dobbs worship.
The Cult of Kek	Internet joke religion around Egyptian frog god and Pepe meme.
Dinkoism	Indian parody religion satirizing religious identity politics.
Discordianism	Chaos-worshiping parody religion venerating Eris and sacred Chao.
Dudeism	The Big Lebowski-inspired religion teaching taking it easy and abiding. 
Earthseed	Octavia Butler's fictional religion teaching "God is Change."
Eventualism	Parody religion teaching universe spontaneously created itself recently.
First Church of the Last Laugh	Satirical organization promoting skepticism through humor.
Iglesia Maradoniana	Argentine parody church worshiping soccer player Diego Maradona.
Intelligent falling	Satirical alternative to gravity mocking intelligent design arguments.
Invisible Pink Unicorn	Parody deity demonstrating contradictory religious claims.
Jediism	Real religion based on Star Wars' Force philosophy and Jedi ethics.
Kibology	Internet parody religion around Usenet personality Kibo.
Kopimism	Swedish church teaching information copying as sacred act.
Landover Baptist Church	Satirical website parodying fundamentalist Christianity.
Last Thursdayism	Satirical belief universe was created last Thursday with false memories.
Matrixism	Religion based on The Matrix films teaching liberation from illusion.
The Nine Divines	Elder Scrolls video game pantheon inspiring real devotees.
'Pataphysics	Alfred Jarry's "science of imaginary solutions" and absurdist philosophy. 
Russell's teapot	Bertrand Russell's analogy demonstrating burden of proof in theology.
Silinism	Internet parody religion based on Sil from Species films.
Sisters of Perpetual Indulgence	Queer activist "order of nuns" using religious satire.
Tarvuism	Invented religion from British comedy show becoming real practice.
Trekism	Star Trek-inspired philosophy teaching IDIC and humanist values.
United Church of Bacon	Atheist parody church advocating secularism through bacon worship.
Aetherius Society	UFO religion teaching cosmic masters and spiritual energy healing. 
Ashtar Galactic Command	Channeled alien hierarchy offering spiritual guidance and protection.
Chen Tao ("True Way")	Taiwanese UFO doomsday cult expecting God via flying saucer.
Fiat Lux	Swiss UFO cult following Erika Bertschinger's alien channelings.
Ground Crew Project	New Age UFO group teaching ascension and galactic confederation.
Heaven's Gate	UFO cult ending in mass suicide to reach spaceship behind comet.
Industrial Church of the New World Comforter	Early UFO contactee religion around Allen-Michael.
Mark-Age	Miami UFO group channeling Space Brothers for New Age transition.
Nuwaubian Nation	Dwight York's group teaching ancient alien Black Egyptian origins.
Raëlism	UFO religion teaching alien Elohim created humanity via cloning.
Rational Culture	Brazilian UFO movement teaching rational immunization and origin.
The Seekers	1950s UFO contactee group whose failed prophecy inspired cognitive dissonance research. 
Unarius Academy of Science	UFO religion teaching past lives, space brothers, and future landing.
Universe people	Czech UFO movement teaching cosmic conflict and spiritual technology.
Vale do Amanhecer	Brazilian syncretic UFO religion mixing spiritism with alien contact.
Western esotericism	Hidden knowledge traditions including alchemy, magic, and mysticism.
Anthroposophy	Rudolf Steiner's spiritual science teaching reincarnation and Waldorf education.
Biotronics	Esoteric system teaching bio-energy and spiritual transformation.
Builders of the Adytum	Paul Foster Case's Tarot and Qabalah correspondence school.
Chaos magic	Postmodern occultism teaching belief as tool and paradigm shifting. 
Illuminates of Thanateros	Leading chaos magic order teaching sigils and paradigm shifting.
Thee Temple ov Psychick Youth	Industrial culture magical order founded by Genesis P-Orridge.
Cthulhu Mythos cults	Real occult groups inspired by Lovecraft's fictional entities.
Emin	Raymond Armin's esoteric school teaching spiritual development and cosmology.
Enochian magic	Angelic language and system received by John Dee and Edward Kelley.
Eubiose	Brazilian esoteric teaching blending Eastern and Western traditions.
Goetia	Medieval grimoire tradition of summoning and commanding demons.
Fourth Way	Gurdjieff and Ouspensky's teaching of conscious development and self-remembering. 
Fraternity of the Inner Light	Dion Fortune's magical order teaching Qabalah and Western mysteries.
Hermeticism	Ancient tradition teaching "as above, so below" and alchemy of soul.
Hermetic Order of the Golden Dawn	Victorian magical order teaching ceremonial magic and Qabalah.
The Hermetic Order of the Golden Dawn, Inc.	Modern continuation of original Golden Dawn system.
Hermetic Qabalah	Western esoteric adaptation of Jewish Kabbalah for magical practice.
Illuminism	Esoteric teachings emphasizing enlightenment and hidden knowledge.
Luciferianism	Veneration of Lucifer as light-bearer and symbol of enlightenment. 
Fraternitas Saturni	German occult lodge teaching sexual magic and Saturnian initiation.
Neo-Luciferian Church	Modern Luciferian order emphasizing individualism and antinomianism.
New Acropolis	International philosophical organization teaching ancient wisdom and cultural revival.
Occultism	Study and practice of hidden supernatural forces and magical arts.
Postmodern religion	Contemporary spiritualities emphasizing plurality, irony, and bricolage.
Renaissance magic	Early modern occultism blending Hermeticism, Neoplatonism, and Kabbalah.
Rosicrucian	Mystical brotherhood teaching esoteric Christianity and spiritual alchemy. 
Ancient Mystical Order Rosae Crucis	AMORC teaching Egyptian mysteries and Rosicrucian wisdom.
Lectorium Rosicrucianum	Dutch Gnostic Rosicrucian order teaching transfiguration and liberation.
Rosicrucian Fellowship	Max Heindel's Western wisdom school teaching Christian esotericism.
Satanism	Religions venerating Satan as symbol of individualism or literal deity.
Theistic Satanism	Literal worship of Satan as deity, not mere symbol.
Joy of Satan	Neo-Nazi theistic Satanism teaching ancient pagan Satanic origins. 
Temple of the Black Light	Swedish anti-cosmic Satanism teaching chaos against demiurge.
Temple of Set	Michael Aquino's Left-Hand Path religion teaching self-deification via Set.
Spiritualism	Movement teaching communication with dead through mediums and séances.
Agasha Temple of Wisdom	Spiritualist church teaching Master Teachers and reincarnation.
Faithism	Religion based on automatic writing text Oahspe teaching angelic realms.
Temple of the Vampire	Occult order teaching vampiric immortality and predatory spirituality.
Thelema	Aleister Crowley's religion teaching "Do what thou wilt" and True Will.
A∴A∴	Crowley's magical order teaching grade system and attainment of True Will.
Ordo Templi Orientis	Thelemic fraternal order practicing sex magic and gnostic mass.
Typhonian Order	Kenneth Grant's Left-Hand Path Thelema teaching Lovecraftian entities.
Theosophy	Helena Blavatsky's teaching of ancient wisdom, root races, and Masters. 
Muckers	Early Brazilian theosophical movement suppressed as dangerous cult.
Neo-Theosophy	Annie Besant and Charles Leadbeater's reformed theosophy teachings.
Angi Yoga	Roerich theosophy teaching cosmic fire and spiritual synthesis.
Roerichism	Nicholas Roerich's movement teaching Banner of Peace and Shambhala.
Antoinism	Belgian healing religion teaching Father Antoine and moral philosophy.
Archeosophical Society	Tommaso Palamidessi's esoteric Christian teaching reincarnation and astrology. 
Beili Wang	Chinese Christian sect teaching female messiah and alternative theology.
Branch Davidians	Adventist splinter group led by David Koresh ending in Waco tragedy.
Chapel of Russia's Resurrection	Russian new religious movement blending Orthodox and esoteric elements.
Chrislam	Syncretic blend of Christianity and Islam, mainly Nigerian movement.
Christian Science	Mary Baker Eddy's teaching of spiritual healing and divine mind.
Creation Spirituality	Matthew Fox's teaching emphasizing original blessing and cosmic Christ.
Daheshism	Lebanese religion teaching Dr. Dahesh as divine manifestation and reincarnation. 
Eastern Lightning	Chinese doomsday cult teaching female Christ and violent tactics.
Faizrakhmanist	Russian Islamic sect following Faizrakhman Satarov's messianic claims.
The Family International	Formerly Children of God, controversial group teaching Law of Love.
Gafatar	Indonesian syncretic movement blending Islam, Christianity, and Judaism.
Grail Movement	Abd-ru-shin's teaching of divine order in "In the Light of Truth." 
Holy Spirit of Blood and Water Church	Filipino apocalyptic group teaching founder's divine mission.
Koreshanity	Cyrus Teed's teaching of concave hollow earth and cellular cosmogony.
Lalpa Kohran Thar	Mizo Christian revivalist movement with charismatic emphasis.
Last Testamentism	Russian cult following Sergey Torop as reincarnated Jesus Christ.
Mama Tata	Papuan syncretic movement blending Christianity with indigenous beliefs.
Mentuhui	Chinese Christian sect emphasizing mentoring and spiritual guidance.
Modekngei	Palauan indigenous religion blending ancestral beliefs with Christianity. 
Noahidism	Gentile observance of seven Noahide Laws from Jewish tradition.
Pai Marire	Māori resistance movement teaching peaceful Christianity and angel worship.
Pilgrims of Ares	French UFO contactee movement following channeled messages.
Rātana	Māori Christian faith healing movement founded by Tahupōtiki Wiremu Rātana.
Ringatu	Māori syncretic faith teaching Old Testament and Māori tradition synthesis.
Soldiers of Heaven	Iraqi apocalyptic Shia cult expecting Mahdi's imminent return.
Spiritism	Allan Kardec's teaching of spirit communication, reincarnation, and charity. 
Unification Church	Sun Myung Moon's movement teaching True Parents and blessing ceremonies.
Urantia movement	Religion based on channeled "Urantia Book" teaching cosmic hierarchy.
World Elijah Evangelical Mission	African independent church emphasizing healing and prophecy.
World Mission Society Church of God	Korean group teaching Ahn Sahng-hong and female God.
Zhushenjiao	Chinese syncretic sect teaching deity worship and spirit possession.
Chinese salvationist religions	Modern Chinese movements teaching Eternal Mother and apocalyptic salvation.
Baguadao ("Way of the Eight Trigrams")	Secret society teaching I Ching trigrams and millenarian prophecy.
Dejiao ("Teaching of Virtue")	Chinese moral teaching emphasizing Confucian ethics and divine justice.
Huangjidao ("Way of the Imperial Pole")	Salvationist sect teaching cosmic polarity and mother goddess.
Huangtiandao ("Way of the Yellow Sky")	Ming-era sect teaching Eternal Mother and vegetarianism.
Huazhaidao ("Way of Flowers and Fasting")	Chinese sect emphasizing vegetarian diet and ritual purity.
Jiugongdao ("Way of the Nine Palaces")	Teaching based on nine celestial palaces cosmology.
Luandao ("Phoenix Way")	Spirit-writing movement receiving divine messages through planchette.
Luoism ("Way of Luo")	Luo Qing's teaching of Non-Action Patriarch and salvation through inner realization.
Chinese religions of fasting	Sects emphasizing vegetarianism and dietary restrictions for salvation.
Xiantiandao ("Way of Former Heaven")	Former Heaven teaching emphasizing return to original paradise.
Guiyidao ("Way of the Return to the One")	Sect teaching unity with primordial Dao.
Shengdao ("Holy Way")	Chinese holy way teaching divine salvation and moral cultivation.
Yaochidao ("Way of the Mother of Pearl Lake")	Movement venerating Queen Mother of the West.
Yiguandao ("Persistent Way")	I-Kuan Tao teaching unity of five religions and Eternal Mother salvation.
Haizidao	Yiguandao branch with distinctive interpretations and practices.
Yixin Tiandao ("Heart-bound Heavenly Way")	Teaching emphasizing heart-mind cultivation and heavenly connection.
Dacheng	Chinese sect teaching great vehicle to salvation.
Hongyangism	Red Yang teaching emphasizing Maitreya and apocalyptic transformation.
Maitreyanism	Chinese Buddhism teaching future Buddha Maitreya's millennial salvation.
Sanban Puren Pai	Three-stage universal salvation teaching.
Sanyiism	Three-in-One teaching synthesizing Confucianism, Buddhism, and Taoism.
Shanrendao ("Way of the Virtuous Man")	Moral cultivation sect teaching humanistic virtue.
Taigu school	Ancient-oriented teaching emphasizing primordial wisdom.
Tiandihui	Heaven and Earth Society secret organization with religious elements.
Tiandiism	Heaven-Earth teaching emphasizing cosmic duality and harmony.
Tianguangdao ("Way of the Heavenly Light")	Sect teaching divine illumination and enlightenment.
Tianxian Miaodao ("Way of the Temple of the Heavenly Immortals")	Movement venerating celestial immortals.
Weixinism	Heart-only teaching emphasizing mind cultivation.
White Lotus	Medieval Buddhist-inspired millenarian rebellion and religious movement.
Xuanyuandao ("Way of Xuanyuan")	Teaching venerating Yellow Emperor as divine ancestor.
Yellow Sand Society	Peasant millennialist movement with religious ideology.
Zailiism ("Way of the Abiding Principle)	Teaching emphasizing fundamental cosmic principles.
Zhongyongdao ("Way of the Golden Mean")	Confucian-influenced teaching of balance and moderation.
Adidam	Adi Da's teaching of radical understanding and guru devotion.
Adi Dharm	Punjabi Hindu reform movement teaching original monotheistic religion.
Brahmoism	Bengali Hindu reform movement emphasizing monotheism and reason.
Brahmo Samaj	Reformist Hindu society founded by Ram Mohan Roy teaching rational monotheism. 
Sadharan Brahmo Samaj	Liberal wing of Brahmo Samaj emphasizing individual freedom.
Ananda	Yogananda-inspired community teaching Kriya Yoga and self-realization.
Ananda Ashrama	Yoga Vedanta center teaching meditation and spiritual philosophy.
Ananda Marga	Shrii Shrii Anandamurti's tantra yoga teaching social service and meditation.
Arya Samaj	Dayananda Saraswati's Vedic reform movement rejecting idol worship.
Ayyavazhi	Tamil religious tradition teaching Ayya Vaikundar as Vishnu avatar.
Chinmaya Mission	Swami Chinmayananda's organization teaching Vedanta and Bhagavad Gita.
Hare Krishna	ISKCON movement teaching Krishna bhakti, chanting, and vegetarianism. 
Mahanam Sampraday	Devotional Hindu sect emphasizing divine name repetition.
Mahima Dharma	Odia Hindu sect teaching formless supreme deity Mahima Alekha.
